Index,Length,MOSI,MISO
2390,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2391,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 90 69 CA 78 E7 45 0A 28 51 73 43 1B 3E 52 C5 C2 52 99 E4 73,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2392,5,80 D4 00 18 00,00 00 00 01 84
2393,5,80 D4 00 18 00,00 00 00 01 84
2394,5,00 D4 00 18 20,00 00 00 01 00
2395,5,80 D4 00 18 00,00 00 00 01 94
2396,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2398,5,80 D4 00 18 00,00 00 00 01 94
2399,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2397,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2401,5,00 D4 00 18 40,00 00 00 01 00
2402,5,00 D4 00 00 20,00 00 00 01 00
2403,5,80 D4 00 00 00,00 00 00 01 81
2404,5,00 D4 00 00 02,00 00 00 01 00
2405,5,80 D4 00 00 00,00 00 00 01 A1
2406,5,80 D4 00 18 00,00 00 00 01 04
2407,5,00 D4 00 18 40,00 00 00 01 00
2408,5,80 D4 00 18 00,00 00 00 01 44
2409,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2410,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2411,5,80 D4 00 18 00,00 00 00 01 84
2412,5,80 D4 00 18 00,00 00 00 01 84
2413,5,00 D4 00 18 20,00 00 00 01 00
2414,5,80 D4 00 18 00,00 00 00 01 94
2415,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2417,5,80 D4 00 18 00,00 00 00 01 94
2418,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2416,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2420,5,00 D4 00 18 40,00 00 00 01 00
2421,5,00 D4 00 00 20,00 00 00 01 00
2422,5,80 D4 00 00 00,00 00 00 01 81
2423,5,00 D4 00 00 02,00 00 00 01 00
2424,5,80 D4 00 00 00,00 00 00 01 A1
2425,5,80 D4 00 18 00,00 00 00 01 04
2426,5,00 D4 00 18 40,00 00 00 01 00
2427,5,80 D4 00 18 00,00 00 00 01 44
2428,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2429,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2430,5,80 D4 00 18 00,00 00 00 01 84
2431,5,80 D4 00 18 00,00 00 00 01 84
2432,5,00 D4 00 18 20,00 00 00 01 00
2433,5,80 D4 00 18 00,00 00 00 01 94
2434,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2436,5,80 D4 00 18 00,00 00 00 01 94
2437,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2435,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2439,5,00 D4 00 18 40,00 00 00 01 00
2440,5,00 D4 00 00 20,00 00 00 01 00
2441,5,80 D4 00 00 00,00 00 00 01 81
2442,5,00 D4 00 00 02,00 00 00 01 00
2443,5,80 D4 00 00 00,00 00 00 01 A1
2444,5,80 D4 00 18 00,00 00 00 01 04
2445,5,00 D4 00 18 40,00 00 00 01 00
2446,5,80 D4 00 18 00,00 00 00 01 44
2447,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2448,69,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B DF 3F 61 98 04 A9 2F DB 40 57 19 2D C4 3D D7 48 EA 77 8A DC 52 BC 49 8C E8 05 24 C0 14 B8 11 19,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2450,5,80 D4 00 18 00,00 00 00 01 84
2451,5,80 D4 00 18 00,00 00 00 01 84
2452,5,00 D4 00 18 20,00 00 00 01 00
2453,5,80 D4 00 18 00,00 00 00 01 94
2454,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2456,5,80 D4 00 18 00,00 00 00 01 94
2457,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2455,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2459,5,00 D4 00 18 40,00 00 00 01 00
2460,5,00 D4 00 00 20,00 00 00 01 00
2461,5,80 D4 00 00 00,00 00 00 01 81
2462,5,00 D4 00 00 02,00 00 00 01 00
2463,5,80 D4 00 00 00,00 00 00 01 A1
2464,5,80 D4 00 18 00,00 00 00 01 04
2465,5,00 D4 00 18 40,00 00 00 01 00
2466,5,80 D4 00 18 00,00 00 00 01 44
2467,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2468,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2469,5,80 D4 00 18 00,00 00 00 01 84
2470,5,80 D4 00 18 00,00 00 00 01 84
2471,5,00 D4 00 18 20,00 00 00 01 00
2472,5,80 D4 00 18 00,00 00 00 01 94
2473,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2475,5,80 D4 00 18 00,00 00 00 01 94
2476,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2474,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2478,5,00 D4 00 18 40,00 00 00 01 00
2479,5,00 D4 00 00 20,00 00 00 01 00
2480,5,80 D4 00 00 00,00 00 00 01 81
2481,5,00 D4 00 00 02,00 00 00 01 00
2482,5,80 D4 00 00 00,00 00 00 01 A1
2483,5,80 D4 00 18 00,00 00 00 01 04
2484,5,00 D4 00 18 40,00 00 00 01 00
2485,5,80 D4 00 18 00,00 00 00 01 44
2486,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2487,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2488,5,80 D4 00 18 00,00 00 00 01 84
2489,5,80 D4 00 18 00,00 00 00 01 84
2490,5,00 D4 00 18 20,00 00 00 01 00
2491,5,80 D4 00 18 00,00 00 00 01 94
2492,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2494,5,80 D4 00 18 00,00 00 00 01 94
2495,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2493,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2497,5,00 D4 00 18 40,00 00 00 01 00
2498,5,00 D4 00 00 20,00 00 00 01 00
2499,5,80 D4 00 00 00,00 00 00 01 81
2500,5,00 D4 00 00 02,00 00 00 01 00
2501,5,80 D4 00 00 00,00 00 00 01 A1
2502,5,80 D4 00 18 00,00 00 00 01 04
2503,5,00 D4 00 18 40,00 00 00 01 00
2504,5,80 D4 00 18 00,00 00 00 01 44
2505,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2506,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 06 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 90 69 CA 78 E7 45 0A 28 51 73 43 1B 3E 52 C5 C2 52 99 E4 73,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2507,5,80 D4 00 18 00,00 00 00 01 84
2508,5,80 D4 00 18 00,00 00 00 01 84
2509,5,00 D4 00 18 20,00 00 00 01 00
2510,5,80 D4 00 18 00,00 00 00 01 94
2511,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2513,5,80 D4 00 18 00,00 00 00 01 94
2514,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2512,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2516,5,00 D4 00 18 40,00 00 00 01 00
2517,5,00 D4 00 00 20,00 00 00 01 00
2518,5,80 D4 00 00 00,00 00 00 01 81
2519,5,00 D4 00 00 02,00 00 00 01 00
2520,5,80 D4 00 00 00,00 00 00 01 A1
2521,5,80 D4 00 18 00,00 00 00 01 04
2522,5,00 D4 00 18 40,00 00 00 01 00
2523,5,80 D4 00 18 00,00 00 00 01 44
2524,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2525,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2526,5,80 D4 00 18 00,00 00 00 01 84
2527,5,80 D4 00 18 00,00 00 00 01 84
2528,5,00 D4 00 18 20,00 00 00 01 00
2529,5,80 D4 00 18 00,00 00 00 01 94
2530,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2532,5,80 D4 00 18 00,00 00 00 01 94
2533,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2531,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2535,5,00 D4 00 18 40,00 00 00 01 00
2536,5,00 D4 00 00 20,00 00 00 01 00
2537,5,80 D4 00 00 00,00 00 00 01 81
2538,5,00 D4 00 00 02,00 00 00 01 00
2539,5,80 D4 00 00 00,00 00 00 01 A1
2540,5,80 D4 00 18 00,00 00 00 01 44
2541,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2542,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2543,5,80 D4 00 18 00,00 00 00 01 84
2544,5,80 D4 00 18 00,00 00 00 01 84
2545,5,00 D4 00 18 20,00 00 00 01 00
2546,5,80 D4 00 18 00,00 00 00 01 94
2547,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2549,5,80 D4 00 18 00,00 00 00 01 94
2550,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2548,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2552,5,00 D4 00 18 40,00 00 00 01 00
2553,5,00 D4 00 00 20,00 00 00 01 00
2554,5,80 D4 00 00 00,00 00 00 01 81
2555,5,00 D4 00 00 02,00 00 00 01 00
2556,5,80 D4 00 00 00,00 00 00 01 A1
2557,5,80 D4 00 18 00,00 00 00 01 44
2558,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2559,69,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 06 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B DF 3F 61 98 04 A9 2F DB 40 57 19 2D C4 3D D7 48 EA 77 8A DC 52 BC 49 8C E8 05 24 C0 14 B8 11 19,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2561,5,80 D4 00 18 00,00 00 00 01 84
2562,5,80 D4 00 18 00,00 00 00 01 84
2563,5,00 D4 00 18 20,00 00 00 01 00
2564,5,80 D4 00 18 00,00 00 00 01 94
2565,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2567,5,80 D4 00 18 00,00 00 00 01 94
2568,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2566,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2570,5,00 D4 00 18 40,00 00 00 01 00
2571,5,00 D4 00 00 20,00 00 00 01 00
2572,5,80 D4 00 00 00,00 00 00 01 81
2573,5,00 D4 00 00 02,00 00 00 01 00
2574,5,80 D4 00 00 00,00 00 00 01 A1
2575,5,80 D4 00 18 00,00 00 00 01 04
2576,5,00 D4 00 18 40,00 00 00 01 00
2577,5,80 D4 00 18 00,00 00 00 01 44
2578,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2579,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2580,5,80 D4 00 18 00,00 00 00 01 84
2581,5,80 D4 00 18 00,00 00 00 01 84
2582,5,00 D4 00 18 20,00 00 00 01 00
2583,5,80 D4 00 18 00,00 00 00 01 94
2584,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2586,5,80 D4 00 18 00,00 00 00 01 94
2587,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2585,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2589,5,00 D4 00 18 40,00 00 00 01 00
2590,5,00 D4 00 00 20,00 00 00 01 00
2591,5,80 D4 00 00 00,00 00 00 01 81
2592,5,00 D4 00 00 02,00 00 00 01 00
2593,5,80 D4 00 00 00,00 00 00 01 A1
2594,5,80 D4 00 18 00,00 00 00 01 04
2595,5,00 D4 00 18 40,00 00 00 01 00
2596,5,80 D4 00 18 00,00 00 00 01 44
2597,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2598,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2599,5,80 D4 00 18 00,00 00 00 01 84
2600,5,80 D4 00 18 00,00 00 00 01 84
2601,5,00 D4 00 18 20,00 00 00 01 00
2602,5,80 D4 00 18 00,00 00 00 01 94
2603,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2605,5,80 D4 00 18 00,00 00 00 01 94
2606,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2604,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2608,5,00 D4 00 18 40,00 00 00 01 00
2609,5,00 D4 00 00 20,00 00 00 01 00
2610,5,80 D4 00 00 00,00 00 00 01 81
2611,5,00 D4 00 00 02,00 00 00 01 00
2612,5,80 D4 00 00 00,00 00 00 01 A1
2613,5,80 D4 00 18 00,00 00 00 01 04
2614,5,00 D4 00 18 40,00 00 00 01 00
2615,5,80 D4 00 18 00,00 00 00 01 44
2616,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2617,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 07 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 90 69 CA 78 E7 45 0A 28 51 73 43 1B 3E 52 C5 C2 52 99 E4 73,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2618,5,80 D4 00 18 00,00 00 00 01 84
2619,5,80 D4 00 18 00,00 00 00 01 84
2620,5,00 D4 00 18 20,00 00 00 01 00
2621,5,80 D4 00 18 00,00 00 00 01 94
2622,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2624,5,80 D4 00 18 00,00 00 00 01 94
2625,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2623,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2627,5,00 D4 00 18 40,00 00 00 01 00
2628,5,00 D4 00 00 20,00 00 00 01 00
2629,5,80 D4 00 00 00,00 00 00 01 81
2630,5,00 D4 00 00 02,00 00 00 01 00
2631,5,80 D4 00 00 00,00 00 00 01 A1
2632,5,80 D4 00 18 00,00 00 00 01 04
2633,5,00 D4 00 18 40,00 00 00 01 00
2634,5,80 D4 00 18 00,00 00 00 01 44
2635,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2636,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2637,5,80 D4 00 18 00,00 00 00 01 84
2638,5,80 D4 00 18 00,00 00 00 01 84
2639,5,00 D4 00 18 20,00 00 00 01 00
2640,5,80 D4 00 18 00,00 00 00 01 94
2641,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2643,5,80 D4 00 18 00,00 00 00 01 94
2644,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2642,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2646,5,00 D4 00 18 40,00 00 00 01 00
2647,5,00 D4 00 00 20,00 00 00 01 00
2648,5,80 D4 00 00 00,00 00 00 01 81
2649,5,00 D4 00 00 02,00 00 00 01 00
2650,5,80 D4 00 00 00,00 00 00 01 A1
2651,5,80 D4 00 18 00,00 00 00 01 04
2652,5,00 D4 00 18 40,00 00 00 01 00
2653,5,80 D4 00 18 00,00 00 00 01 44
2654,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2655,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2656,5,80 D4 00 18 00,00 00 00 01 84
2657,5,80 D4 00 18 00,00 00 00 01 84
2658,5,00 D4 00 18 20,00 00 00 01 00
2659,5,80 D4 00 18 00,00 00 00 01 94
2660,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2662,5,80 D4 00 18 00,00 00 00 01 94
2663,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2661,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2665,5,00 D4 00 18 40,00 00 00 01 00
2666,5,00 D4 00 00 20,00 00 00 01 00
2667,5,80 D4 00 00 00,00 00 00 01 81
2668,5,00 D4 00 00 02,00 00 00 01 00
2669,5,80 D4 00 00 00,00 00 00 01 A1
2670,5,80 D4 00 18 00,00 00 00 01 04
2671,5,00 D4 00 18 40,00 00 00 01 00
2672,5,80 D4 00 18 00,00 00 00 01 44
2673,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2674,69,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 07 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B DF 3F 61 98 04 A9 2F DB 40 57 19 2D C4 3D D7 48 EA 77 8A DC 52 BC 49 8C E8 05 24 C0 14 B8 11 19,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2676,5,80 D4 00 18 00,00 00 00 01 84
2677,5,80 D4 00 18 00,00 00 00 01 84
2678,5,00 D4 00 18 20,00 00 00 01 00
2679,5,80 D4 00 18 00,00 00 00 01 94
2680,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2682,5,80 D4 00 18 00,00 00 00 01 94
2683,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2681,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2685,5,00 D4 00 18 40,00 00 00 01 00
2686,5,00 D4 00 00 20,00 00 00 01 00
2687,5,80 D4 00 00 00,00 00 00 01 81
2688,5,00 D4 00 00 02,00 00 00 01 00
2689,5,80 D4 00 00 00,00 00 00 01 A1
2690,5,80 D4 00 18 00,00 00 00 01 44
2691,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2692,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2693,5,80 D4 00 18 00,00 00 00 01 84
2694,5,80 D4 00 18 00,00 00 00 01 84
2695,5,00 D4 00 18 20,00 00 00 01 00
2696,5,80 D4 00 18 00,00 00 00 01 94
2697,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2699,5,80 D4 00 18 00,00 00 00 01 94
2700,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2698,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2702,5,00 D4 00 18 40,00 00 00 01 00
2703,5,00 D4 00 00 20,00 00 00 01 00
2704,5,80 D4 00 00 00,00 00 00 01 81
2705,5,00 D4 00 00 02,00 00 00 01 00
2706,5,80 D4 00 00 00,00 00 00 01 A1
2707,5,80 D4 00 18 00,00 00 00 01 44
2708,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2709,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2710,5,80 D4 00 18 00,00 00 00 01 84
2711,5,80 D4 00 18 00,00 00 00 01 84
2712,5,00 D4 00 18 20,00 00 00 01 00
2713,5,80 D4 00 18 00,00 00 00 01 94
2714,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04
2716,5,80 D4 00 18 00,00 00 00 01 94
2717,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04
2715,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18
2719,5,00 D4 00 18 40,00 00 00 01 00
2720,5,00 D4 00 00 20,00 00 00 01 00
2721,5,80 D4 00 00 00,00 00 00 01 81
2722,5,00 D4 00 00 02,00 00 00 01 00
2723,5,80 D4 00 00 00,00 00 00 01 A1
2724,5,80 D4 00 18 00,00 00 00 01 44
2725,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2726,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 09 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 A8 E5 91 04 8A 83 D3 BB 8F 6D 22 3F C1 82 9F 20 A3 15 05 74,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2727,5,80 D4 00 18 00,00 00 00 01 84
2728,5,80 D4 00 18 00,00 00 00 01 84
2729,5,00 D4 00 18 20,00 00 00 01 00
2730,5,80 D4 00 18 00,00 00 00 01 94
2731,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04
2733,5,80 D4 00 18 00,00 00 00 01 94
2734,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04
2732,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00 00 00 00 00 00 00 01 00 00
2736,5,00 D4 00 18 40,00 00 00 01 00
2737,5,00 D4 00 00 20,00 00 00 01 00
2738,5,80 D4 00 00 00,00 00 00 01 81
2739,5,00 D4 00 00 02,00 00 00 01 00
2740,5,80 D4 00 00 00,00 00 00 01 A1
2741,5,80 D4 00 18 00,00 00 00 01 44
2742,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
2743,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2744,5,80 D4 00 18 00,00 00 00 01 84
2745,5,80 D4 00 18 00,00 00 00 01 84
2746,5,00 D4 00 18 20,00 00 00 01 00
2747,5,80 D4 00 18 00,00 00 00 01 94
2748,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04
2750,5,80 D4 00 18 00,00 00 00 01 94
2751,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04
2749,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF
2753,5,00 D4 00 18 40,00 00 00 01 00
2754,5,00 D4 00 00 20,00 00 00 01 00
2755,5,80 D4 00 00 00,00 00 00 01 81
2756,5,00 D4 00 00 02,00 00 00 01 00
2757,5,80 D4 00 00 00,00 00 00 01 A1
2758,5,80 D4 00 18 00,00 00 00 01 44
2759,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04
